Reference;Centroid;TotalHeight;NumberOfFloors;FootprintArea;GrossFloorArea;RoofArea;TotalEnvelopeArea;ExteriorEnvelopeArea;AdjoiningEnvelopeArea;NorthExteriorEnvelopeArea;SouthExteriorEnvelopeArea;WestExteriorEnvelopeArea;EastExteriorEnvelopeArea;YearOfConstruction;Use;ProtectionDegree;Refurbished;WindowPercentage;ParcelID;Volume;DistrictCentroid;EnergySystem;BoilerPower;NumberOfDwellings;BoilerType;NumberOfBoiler
3735813.0;51.21854186975625#4.398834963346101;14.81;5;150.0;750.0;150.0;749.3306100094883;345.519899336356;403.81071067313235;134.83409432539113;146.25376296236513;61.02447380895392;3.4075682396457783;0;null;null;false;0.0;null;2221.5;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735204.0;51.219263341764346#4.396597820652178;16.01;5;254.0;1270.0;254.0;1053.6239273532892;581.554104027587;472.06982332570215;39.88902481773019;221.768512417888;1.6408403865284225;318.2557264054403;0;null;null;false;0.0;null;4066.5400000000004;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735563.0;51.218145687243755#4.397966785177368;12.66;4;125.0;500.0;125.0;577.8499119431567;184.29955615918394;393.55035578397275;36.563190897761324;138.67121693260148;9.06514832882113;0.0;0;null;null;false;0.0;null;1582.5;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320997.0;51.22013000834269#4.397425977860217;15.74;5;530.0;2650.0;530.0;2157.2479035742554;1570.6808402619527;586.5670633123026;501.5577345154701;176.54180894048383;540.2567566441503;352.3245401618484;0;null;null;false;0.0;null;8342.2;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321067.0;51.21882548897759#4.397178453598145;14.0;5;167.0;835.0;167.0;877.5992880731094;546.9512623544283;330.64802571868114;22.91647979321573;177.31843813271928;180.18141235817188;166.53493207032147;0;null;null;false;0.0;null;2338.0;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735539.0;51.219468902790155#4.397856184613717;13.44;4;43.0;172.0;43.0;371.1762590993245;77.68767069141941;293.48858840790507;0.0;0.0;10.333129941370139;67.35454075004928;0;null;null;false;0.0;null;577.92;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735898.0;51.22046613502568#4.399147880137859;18.14;6;38.0;228.0;38.0;448.62918698232215;121.63575999321226;326.9934269891099;0.0;0.0;117.02851907315663;4.607240920055631;0;null;null;false;0.0;null;689.32;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735930.0;51.219014423577725#4.399304281768025;14.33;5;99.0;495.0;99.0;589.8294860470291;142.10364142791883;447.72584461911026;109.78087828709467;0.0;32.32276314082418;0.0;0;null;null;false;0.0;null;1418.67;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326253.0;51.22049641039294#4.398875946101762;18.37;6;77.0;462.0;77.0;712.5075857782159;206.96803662134658;505.5395491568693;3.572720856814982;9.624136638959964;4.9426990205988375;188.8284801049728;0;null;null;false;0.0;null;1414.49;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735321.0;51.21999550298571#4.3970582942071745;12.39;4;22.0;88.0;22.0;236.1718476895017;128.11653936762252;108.05530832187918;67.46374223685935;0.0;48.75261782136943;11.900179309393739;0;null;null;false;0.0;null;272.58000000000004;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326229.0;51.220582608775764#4.398046050682109;7.37;2;34.0;68.0;34.0;172.35211015463855;15.385501107312184;156.96660904732636;0.0;0.0;15.385501107312184;0.0;0;null;null;false;0.0;null;250.58;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321063.0;51.218819115724514#4.39955412862625;12.29;4;91.0;364.0;91.0;634.2552051098146;66.55868049337396;567.6965246164407;0.0;0.0;66.55868049337396;0.0;0;null;null;false;0.0;null;1118.3899999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735535.0;51.219826175657616#4.397995295075838;14.54;5;407.0;2035.0;407.0;1386.2352034795224;430.458691982738;955.7765114967845;167.0727562382677;88.18451462122272;37.946121318047304;137.2552998052003;0;null;null;false;0.0;null;5917.78;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320969.0;51.218880260458135#4.396468566122071;12.65;4;51.0;204.0;51.0;391.4377933821989;94.62751306576665;296.8102803164322;0.8703269009388208;67.71503032852434;24.59968504741512;1.4424707888883717;0;null;null;false;0.0;null;645.15;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321039.0;51.21874630435136#4.399192750611016;16.59;5;97.0;485.0;97.0;939.3271458905499;285.00916787105194;654.3179780194979;81.038960705493;0.0;43.38132934177504;160.5888778237839;0;null;null;false;0.0;null;1609.23;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735285.0;51.22025538952422#4.396979502959566;15.74;5;81.0;405.0;81.0;742.7890963192392;73.71871809852524;669.0703782207139;3.622555186824904;0.32890375440163666;0.0;69.7672591572987;0;null;null;false;0.0;null;1274.94;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735773.0;51.220005772463765#4.398771319346328;17.04;6;224.0;1344.0;224.0;1191.9290614952395;228.26318181952462;963.6658796757148;8.30806221934381;27.179918405447225;154.10830084074092;38.66690035399267;0;null;null;false;0.0;null;3816.96;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735164.0;51.218914771054166#4.396342654551523;13.52;4;51.0;204.0;51.0;388.49690975961914;197.24713553095916;191.24977422866;0.0;106.26252360663705;78.75472274891109;12.229889175411031;0;null;null;false;0.0;null;689.52;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326225.0;51.220341790694725#4.397432817985044;13.3;4;27.0;108.0;27.0;286.00791175196406;57.06905887480709;228.93885287715696;0.0;55.40824291666997;0.26513268577569704;1.395683272361424;0;null;null;false;0.0;null;359.1;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735499.0;51.22043356358605#4.397701103660011;14.45;5;43.0;215.0;43.0;397.5763583032724;104.76916105631446;292.80719724695797;66.24959170118238;12.022995144277502;18.727410786273303;7.769163424581269;0;null;null;false;0.0;null;621.35;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320965.0;51.2202616749273#4.399500114637701;16.17;5;55.0;275.0;55.0;564.102444393788;173.74344095900568;390.3590034347823;71.00711606356377;5.406483294009085;95.26990691020853;2.0599346912242993;0;null;null;false;0.0;null;889.3500000000001;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735890.0;51.21933487226044#4.399115109217363;14.39;5;43.0;215.0;43.0;391.35935826008335;94.6033824849859;296.75597577509745;20.385567901204055;0.0;0.0;74.21781458378184;0;null;null;false;0.0;null;618.77;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735628.0;51.220308368271034#4.39814932456487;14.68;5;34.0;170.0;34.0;350.85565055000865;145.9007731641433;204.95487738586536;70.52511747079285;62.45745921033466;12.918196483015787;0.0;0;null;null;false;0.0;null;499.12;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321035.0;51.219062896058674#4.39891105892107;15.7;5;432.0;2160.0;432.0;1541.1826909455963;520.3371342859162;1020.8455566596801;173.26470288767933;81.30349362371433;158.34492638325227;107.42401139127031;0;null;null;false;0.0;null;6782.4;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735507.0;51.22039695918084#4.397764639590747;13.6;4;96.0;384.0;96.0;564.9775302108155;122.37307541315175;442.60445479766383;95.89933249198792;13.992906671230301;6.9445952794988965;5.536240970434633;0;null;null;false;0.0;null;1305.6;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735866.0;51.21849535866464#4.39900448288807;14.61;5;69.0;345.0;69.0;667.5645130749441;123.89615493828872;543.6683581366553;44.77818600478416;77.35535863382805;0.35416764894195296;1.4084426507345498;0;null;null;false;0.0;null;1008.0899999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326221.0;51.22004449674372#4.3966199474566094;14.59;5;17.0;85.0;17.0;252.9876082075255;0.0;252.9876082075255;0.0;0.0;0.0;0.0;0;null;null;false;0.0;null;248.03;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735745.0;51.220279456677225#4.398590188698918;18.67;6;62.0;372.0;62.0;638.4348343355528;348.99626047962613;289.4385738559266;19.61180717675964;223.7917136968158;21.6881946491677;83.90454495688296;0;null;null;false;0.0;null;1157.5400000000002;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320961.0;51.22070361632238#4.398471955006403;17.95;6;97.0;582.0;97.0;878.892057827348;108.74368287000895;770.1483749573391;98.11812539140793;1.344695553073791;5.816946312906566;3.463915612620667;0;null;null;false;0.0;null;1741.1499999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735374.0;51.21830805044885#4.397327004942257;17.31;6;186.0;1116.0;186.0;992.7874834998538;396.97570668650667;595.8117768133471;93.28529342831762;183.71028251193866;111.2055808853523;8.774549860898112;0;null;null;false;0.0;null;3219.66;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320937.0;51.220060392333245#4.396557891885504;18.53;6;47.0;282.0;47.0;604.997586289083;206.60785259407686;398.3897336950061;0.0;33.57746758015031;157.06939004158022;15.960994972346334;0;null;null;false;0.0;null;870.9100000000001;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5526668.0;51.22030345409514#4.397017077697982;15.53;5;144.0;720.0;144.0;934.1419018093559;299.01542170343777;635.1264801059181;110.08708027777656;0.0;71.89709508979843;117.03124633586279;0;null;null;false;0.0;null;2236.3199999999997;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735253.0;51.21997145413165#4.396759868774816;18.02;6;54.0;324.0;54.0;551.8242274969061;102.64691770818328;449.1773097887228;0.5183850120916702;70.98221000622839;30.172103080992855;0.9742196088703707;0;null;null;false;0.0;null;973.0799999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321007.0;51.21900646628335#4.400176380060616;17.49;6;171.0;1026.0;171.0;1081.4022310629528;248.93901223238595;832.4632188305668;22.677727152355093;31.006498732722754;61.95631912041217;133.29846722689595;0;null;null;false;0.0;null;2990.7899999999995;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735491.0;51.21900261441019#4.397754307507616;21.39;7;154.0;1078.0;154.0;1114.9679394366922;351.4199481869231;763.5479912497692;54.719438003419356;2.190831292205189;190.11360172119646;104.39607717010207;0;null;null;false;0.0;null;3294.06;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735620.0;51.22070877413844#4.398220633024263;20.99;7;316.0;2212.0;316.0;1721.1156362179313;611.1611884781715;1109.9544477397596;235.54822265946353;95.47020088426636;179.77666225829088;100.36610267615072;0;null;null;false;0.0;null;6632.839999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735370.0;51.21902457367799#4.397229263939816;14.74;5;37.0;185.0;37.0;360.62431094657506;111.66598128411907;248.95832966245598;97.92151862490847;1.9264545904634236;11.818008068747176;0.0;0;null;null;false;0.0;null;545.38;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320933.0;51.220501438178275#4.398560176480381;21.25;7;522.0;3654.0;522.0;2598.7462766846934;1102.8782294400871;1495.8680472446063;259.35039848490044;298.90860213131606;343.0108775719333;201.60835125193742;0;null;null;false;0.0;null;11092.5;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321003.0;51.21905859353493#4.3978055112081735;18.01;6;86.0;516.0;86.0;768.9115255281266;154.79076777775595;614.1207577503707;23.49215323823364;0.0;94.60765887767043;36.69095566185188;0;null;null;false;0.0;null;1548.8600000000001;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3736025.0;51.22013277155232#4.399585690547727;16.03;5;110.0;550.0;110.0;912.4698084361144;154.3804062796034;758.0894021565109;76.98094941931019;8.456795177846033;68.94266168244715;0.0;0;null;null;false;0.0;null;1763.3000000000002;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735346.0;51.21993721137097#4.397151228035745;15.25;5;68.0;340.0;68.0;533.4601678038431;265.52981272318493;267.93035508065816;91.00269989960479;112.03642040577738;40.411959539684325;22.078732878118416;0;null;null;false;0.0;null;1037.0;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320909.0;51.219416567700236#4.397803978514789;13.65;4;86.0;344.0;86.0;506.79899507127936;127.55939747856935;379.23959759271;1.9144438792686778;0.0;0.0;125.64495359930068;0;null;null;false;0.0;null;1173.9;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320905.0;51.21927624416443#4.398570197709937;16.54;5;69.0;345.0;69.0;589.7866991898759;171.3342017917592;418.4524973981167;92.9331278302809;6.220130555869446;72.18094340560887;0.0;0;null;null;false;0.0;null;1141.26;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735221.0;51.21981130351603#4.396610637972621;15.33;5;46.0;230.0;46.0;429.8898399037796;130.06514091434158;299.824698989438;83.85905925422121;9.901211748863417;0.0;36.30486991125696;0;null;null;false;0.0;null;705.18;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735556.0;51.22075059573677#4.397890627618063;4.03;1;16.0;16.0;16.0;66.48762076872335;66.48762076872335;0.0;20.13616175352097;20.13594560588463;13.10748512133094;13.108028287986805;0;null;null;false;0.0;null;64.48;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3736235.0;51.218941664580385#4.4001223348670475;17.79;6;34.0;204.0;34.0;454.3417651310866;112.4536147698349;341.88815036125175;1.0428280591595644;70.84631851394471;38.659966027215475;1.9045021695151547;0;null;null;false;0.0;null;604.86;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735923.0;51.2189324593618#4.3992941952873625;16.76;5;56.0;280.0;56.0;631.00938950268;133.31275790103638;497.6966316016436;18.313310373177643;26.656994794530817;21.51580902727168;66.82664370605625;0;null;null;false;0.0;null;938.5600000000001;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735673.0;51.21813233844123#4.398292439281716;15.81;5;65.0;325.0;65.0;577.4723362365589;461.689202664282;115.78313357227694;106.31918169261726;48.124761041936814;178.15466548467631;129.0905944450516;0;null;null;false;0.0;null;1027.65;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320986.0;51.219412520219485#4.39950449220135;14.46;5;142.0;710.0;142.0;1035.9435468606173;542.9330352482082;493.0105116124091;92.43831426724537;196.10704391663447;164.25891517293616;90.12876189139214;0;null;null;false;0.0;null;2053.32;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321056.0;51.21851046443818#4.399599883810255;14.51;5;33.0;165.0;33.0;341.5494103278329;122.50335353218446;219.0460567956484;63.346346438773786;59.15700709341068;0.0;0.0;0;null;null;false;0.0;null;478.83;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735431.0;51.219144499238205#4.397499283439897;13.71;4;123.0;492.0;123.0;641.0123196352166;117.61786744810493;523.3944521871117;0.0;0.0;0.0;117.61786744810493;0;null;null;false;0.0;null;1686.3300000000002;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735310.0;51.22035739265922#4.397088240537411;17.61;6;108.0;648.0;108.0;797.3921805059578;190.81417981364814;606.5780006923096;39.84154402439546;32.84435102304539;0.0;118.12828476620727;0;null;null;false;0.0;null;1901.8799999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735278.0;51.22016199225052#4.396951541026087;18.75;6;86.0;516.0;86.0;749.1825480064723;169.53203928847526;579.650508717997;34.839693978895895;0.0;0.0;134.69234530957937;0;null;null;false;0.0;null;1612.5;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735407.0;51.218626431617736#4.397569175295433;17.56;6;296.0;1776.0;296.0;1569.157779948353;156.76478092887248;1412.3929990194804;2.5012279054157887;0.0;143.8927514031943;10.370801620262398;0;null;null;false;0.0;null;5197.759999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326218.0;51.21894611360768#4.397279214631406;14.38;5;94.0;470.0;94.0;678.7600733968186;101.98184337875158;576.778230018067;0.0;28.964294433182772;0.0;73.0175489455688;0;null;null;false;0.0;null;1351.72;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735157.0;51.21953446986059#4.396199471237964;18.81;6;127.0;762.0;127.0;1011.9044803255372;825.946571784965;185.9579085405721;76.98849986943983;3.783983519772876;382.7265497689977;362.4475386267546;0;null;null;false;0.0;null;2388.87;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735645.0;51.218933143838576#4.398249714881718;11.47;4;89.0;356.0;89.0;608.5555206181882;417.9994800042422;190.5560406139461;0.0;6.328370013273793;165.4659794052004;246.20513058576796;0;null;null;false;0.0;null;1020.83;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321052.0;51.21918230551611#4.398905854460346;17.06;6;65.0;390.0;65.0;551.6256150337413;163.33873122058105;388.2868838131602;139.41728028459698;11.371714816321562;1.6323823987511332;10.917353720911379;0;null;null;false;0.0;null;1108.8999999999999;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3736074.0;51.21822609793668#4.399673077635786;11.05;4;101.0;404.0;101.0;486.24807516792833;109.16869921354595;377.0793759543824;60.73304370248167;48.43565551106428;0.0;0.0;0;null;null;false;0.0;null;1116.0500000000002;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735524.0;51.218745032918164#4.397867418061516;13.69;4;115.0;460.0;115.0;672.3673044850019;185.6421489307392;486.7251555542627;91.65866131763056;0.0;88.3726542755282;5.610833337580431;0;null;null;false;0.0;null;1574.35;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5320958.0;51.21942963081019#4.399137975982631;11.71;4;77.0;308.0;77.0;478.8349416744752;55.119410789414246;423.71553088506096;0.0;0.0;0.0;55.119410789414246;0;null;null;false;0.0;null;901.6700000000001;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735883.0;51.21956073337501#4.399213004465157;16.99;5;143.0;715.0;143.0;1059.3172850634182;562.5866743149019;496.7306107485165;159.67221898459925;158.0577938827304;118.67251179042563;126.18414965714659;0;null;null;false;0.0;null;2429.5699999999997;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5321028.0;51.21788285115947#4.3999593088556;15.05;5;89.0;445.0;89.0;574.1844929720359;125.74984029352622;448.4346526785097;0.0;125.74984029352622;0.0;0.0;0;null;null;false;0.0;null;1339.45;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
3735859.0;51.21811070004308#4.398974092865515;17.41;6;63.0;378.0;63.0;576.6654468043388;254.7712554816612;321.89419132267756;131.9335850100461;0.088150324527561;25.048415247612667;97.70110489947487;0;null;null;false;0.0;null;1096.83;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
5326214.0;51.22005839583778#4.397614468956559;6.78;2;121.0;242.0;121.0;299.42716274369155;168.5305168656724;130.89664587801914;27.21944514700019;83.64999093070843;0.0;57.66108078796379;0;null;null;false;0.0;null;820.38;51.21948413044672#4.398325130973949;null;-1.0;-1;null;-1
